Title,Description,Topic,Topic_isced,Size,Name,Discipline,Discipline_isced,Biography,Nationality,Gender,Position,Affiliation,Country_University,Prestige,Year,Location,Notes,
Learning & the aging brain: how network topology affects robustness to damage,,"Biology, Cognitive Science",Health;Computing,7,Vikas Shah,"Structural Biology, Medicine",Life sciences;Health,"Hey all! I am an MD/PhD student who (at the time of writing) is nearly finished with the program and will be starting my internship and residency immediately following the CSSS. I went to Vanderbilt University in Nashville, TN for the MD/PhD and will be headed first to Good Samaritan Hospital in Phoenix, AZ for a year and then to Stanford University for a three year residency in anesthesiology. I suppose during CSSS I will be a 'stateless entity.'

I did my PhD work in structural biology, looking at characteristics of the human cardiac voltage-gated sodium channel using biomolecular NMR and other biophysical techniques.

My long term research goal is to uncover the neurobiological basis of consciousness. (It's not a dirty word anymore - just ask any of these people, who are having a conference in Vegas June 22 - 25.) To this end I pursued degrees in philosophy and biochemistry as an undergraduate and followed up with medical and research degrees for graduate school. I'm certainly not alone in thinking of consciousness as an emergent phenomenon, and that complex systems theory will have some very important things to say about the subject. This is going to be an exciting month for me, and I'm really looking forward to meeting all of you!

By the way, if any you are climbers you should bring some gear. I haven't had much time to get out recently so I'm probably a 5.7-5.8 climber at this point, but I love spending the day outdoors (which is really what's important anyway). I'll be bringing my trad rack and a 60m rope.
",,Male,Postdoc,Vanderbilt University,United States,Top 50,2007,Santa Fe,Emily,
Energetic self-similarity in food webs,,Ecology,Life sciences,5,Wei Liu,Theoretical Ecology,Life sciences,"Hi, I am Liu Wei from Beijing Normal University, Beijing, P.R. China. My major is theoretical ecology. I have learned plant reproduction ecology and ESS method. Now my research interests include two aspects. One is neutral theory, the other is metabolic ecology.",,Male,Student,Beijing Normal University,China,201-300,2007,Beijing,Emily,
Quantifying the self-similarity of Weighed Networks: Metabolic Scaling Relations in Food Webs,,Ecology,Life sciences,5,Wei Liu,Theoretical Ecology,Life sciences,"Hi, I am Liu Wei from Beijing Normal University, Beijing, P.R. China. My major is theoretical ecology. I have learned plant reproduction ecology and ESS method. Now my research interests include two aspects. One is neutral theory, the other is metabolic ecology.",,Male,Student,Beijing Normal University,China,201-300,2007,Beijing,Emily,
Energetic self-similarity in food webs,,Ecology,Life sciences,5,Habiballah Talavatifard,"Physics, Complex Adaptive Systems",Physical sciences,"Hi! I am studying 'complex adaptive systems' at Chalmers University of Technology, Sweden. My background is control engineering; however, I consider myself more a physicist than an engineer. Currently I am working on the problem of modeling and simulation of turbulent fluids using stochastic processes. I am very excited to be at Beijing and looking forward to meet you all.",,Male,Student,Chalmers University of Technology,Sweden,201-300,2007,Beijing,Emily,
Quantifying the self-similarity of Weighed Networks: Metabolic Scaling Relations in Food Webs,,Ecology,Life sciences,5,Habiballah Talavatifard,"Physics, Complex Adaptive Systems",Physical sciences,"Hi! I am studying 'complex adaptive systems' at Chalmers University of Technology, Sweden. My background is control engineering; however, I consider myself more a physicist than an engineer. Currently I am working on the problem of modeling and simulation of turbulent fluids using stochastic processes. I am very excited to be at Beijing and looking forward to meet you all.",,Male,Student,Chalmers University of Technology,Sweden,201-300,2007,Beijing,Emily,
Cellular Slime Mold Simulation,,Biology,Life sciences,5,Johan Nystroem,Complex Systems,Engineering and engineering trades,"So, Johan Nyström is the name. PhD student in Complex Systems at Chalmers University of Technology, Sweden. Like sports, poker, partying, cooking, reading, traveling, and I'm really looking forward to seeing you all in Santa Fe. I'm positive we'll have a great time there.

Main topic of research: Theoretical foundation of meso-scale simulation techniques for chemical systems.",,Male,Student,Chalmers University of Technology,Sweden,201-300,2007,Santa Fe,Emily,
Energetic self-similarity in food webs,,Ecology,Life sciences,5,Hongying Zheng,"Tone Perception, Tone Emergence",Humanities,"Hi, I'm from the Chinese University of Hong Kong. Glad to meet you all. I'm interested in tone perception and tone emergence. Hope the training SFI will equit me with more power to better investigate the question. Look forwards to meeting with you and learning from you all.",,,Student,Chinese University of Hong Kong,Hong Kong,150-200,2007,Beijing,Emily,
Estimation of Trophic Position Using a Directed Transport Model: Some Preliminary Results and Observations,,Ecology,Life sciences,4,Hongying Zheng,"Tone Perception, Tone Emergence",Humanities,"Hi, I'm from the Chinese University of Hong Kong. Glad to meet you all. I'm interested in tone perception and tone emergence. Hope the training SFI will equit me with more power to better investigate the question. Look forwards to meeting with you and learning from you all.",,,Student,Chinese University of Hong Kong,Hong Kong,150-200,2007,Beijing,Emily,
Flow patterns of energy within food webs,,Ecology,Life sciences,5,Hongying Zheng,"Tone Perception, Tone Emergence",Humanities,"Hi, I'm from the Chinese University of Hong Kong. Glad to meet you all. I'm interested in tone perception and tone emergence. Hope the training SFI will equit me with more power to better investigate the question. Look forwards to meeting with you and learning from you all.",,,Student,Chinese University of Hong Kong,Hong Kong,150-200,2007,Beijing,Emily,
Quantifying the self-similarity of Weighed Networks: Metabolic Scaling Relations in Food Webs,,Ecology,Life sciences,5,Hongying Zheng,"Tone Perception, Tone Emergence",Humanities,"Hi, I'm from the Chinese University of Hong Kong. Glad to meet you all. I'm interested in tone perception and tone emergence. Hope the training SFI will equit me with more power to better investigate the question. Look forwards to meeting with you and learning from you all.",,,Student,Chinese University of Hong Kong,Hong Kong,150-200,2007,Beijing,Emily,
